Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,KJLA,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,SYNDICATED,SUNDAY 7:30 AM,13,0,30,1,16,"Animal Rescue showcase spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual video of rescues. It contains safety tips and real life in-the field experiences of professional and ordinary people taking care of, treating and helping various animals.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Analog,KID GUIDES,Core,SYNDICATED,SATURDAY 8:00 AM TIME AND DATE BEGINS ON 11/10/07,8,0,30,8,12,"Kid Guides is series ""for"" kids ""by"" kids. This award-winning, action packed series takes kids behind the scenes of some of the top zoo, aquariums, museums, and other destinations in the world. Our kid guides learn about the workings of the locations as well as the science behind what it takes to run the places. Whether it is learning about how to care for a white tiger, how to be a zoo keeper, how to handle snakes, or how to take underwater pictures, our hosts dive right in. Specific educational segments also enhance the learning opportunities. Our Book Corner discusses books that are relevant to what we saw at the week's location. Explorer's Corner covers a wide variety of educational topics that fascinate children. Our Animal Star segment highlights a particular animal that may be overlooked, but presents a variety of educational experiences.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Analog,KID GUIDES,Core,SYNDICATED,KID GUIDES SUNDAY 4:00 PM TIME AND DATE ENDS AFTER 11/4/07,5,0,30,8,12,"Kid Guides is series ""for"" kids ""by"" kids. This award-winning, action packed series takes kids behind the scenes of some of the top zoo, aquariums, museums, and other destinations in the world. Our kid guides learn about the workings of the locations as well as the science behind what it takes to run the places. Whether it is learning about how to care for a white tiger, how to be a zoo keeper, how to handle snakes, or how to take underwater pictures, our hosts dive right in. Specific educational segments also enhance the learning opportunities. Our Book Corner discusses books that are relevant to what we saw at the week's location. Explorer's Corner covers a wide variety of educational topics that fascinate children. Our Animal Star segment highlights a particular animal that may be overlooked, but presents a variety of educational experiences.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,SYNDICATED,SUNDAY 8:00 AM TIME AND DATE BEGINS ON 11/11/07,8,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A co-host approach allows for interchange of questions and responses adding viewer stimulation and insight. Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. Encourages young people to follow their dreams.,99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Analog,REAL LIFE 101,CORE,SYNDICATED,SUNDAY 4:30 PM,5,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A co-host approach allows for interchange of questions and responses adding viewer stimulation and insight. Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. Encourages young people to follow their dreams.,99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,SYNDICATED,SATURDAY 7:00 AM,13,0,30,13,16,"Ultimate Choice provides an opportunity for its young viewers to learn more about themselves and their lives, as well as to develop their own convictions about each of the physical and moral issues through the subjects explored and discussed on this television series. In each of the episodes within this series, eight teens, which have just finished an extreme adventure that brought them face-to-face with challenges that have lifelong implications, share thoughts that are designed to shape the values that will guide young men and women throughout their lives. Issues discussed include: Drugs; Compromise; Resolving Conflict; Teamwork; Fear; and Self Control.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Analog,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,SATURDAY 7:30 AM,13,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,DOG TALES,Core,SYNDICATED,SUNDAY 7:00 AM,13,0,30,13,16,"""Dog Tales"" serves the educational and informational needs of children 13-16 years of age with its program content, including dog safety and care tips, as well as lessons on the responsibility of owning a dog. The show also provides informative segments on various dog breeds and showcases various veterinary experts explaining different issues affecting canines. The weekly series also includes recommended reading lists about dogs, and promotes children's writing and creative skills with essay and art contests.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,ANIMAL RESCUE,Core,SYNDICATED,MONDAY 1:00 PM,14,0,30,1,9,"Animal rescue shows cases of spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual videos of rescues. It contains safety tips and real life in the field experiences of professional and ordinary people taking care of, treating and helping different animals.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,ULTIMATE CHOICE,Core,SYNDICATED,TUESDAY 2:00 PM,13,0,30,13,16,"Ultimate Choice is designed to offer young adults, in their searching years, an opportunity to learn about themselves and introduce them to important everyday problem-solving issues. In each of the episodes, eight teens are faced with real life challenges and share their thoughts on these physical and moral issues. Within this series it is vital to challenge and guide young viewers in making the right choices in life by shaping their values and attitudes on life.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,KID GUIDES,Core,SYNDICATED,WEDNESDAY 1:30 PM,13,0,30,8,12,"A series designed to reach kids ages 8 to 12 years old and produced by kids. This action packed series takes kids behind the scenes of some of the top zoo aquariums, museums, and other destinations in the world. Travel the world with our Kid Guides as they feed giraffes, swims with sharks, learn how to be a dolphin trainer and much more. Educational features throughout the show include The Book Corner and Explorer?s Corner.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,WEDNESDAY 3:00 PM,13,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,REAL LIFE 101,Core,SYNDICATED,SATURDAY 7:00 AM,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information presentation for teenage viewers. A co-host approach allows for interchange of questions and responses adding viewer?s stimulation and insight. Real Life 101 has been found to be one of the highly educational programs.,99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,MONDAY 2:00P.M.,14,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,KID GUIDES,Core,SYNDICATED,MONDAY 2:30 PM,14,0,30,8,12,"A series designed to reach kids ages 8 to 12 years old and produced by kids. This action packed series takes kids behind the scenes of some of the top zoo aquariums, museums, and other destinations in the world. Travel the world with our Kid Guides as they feed giraffes, swims with sharks, learn how to be a dolphin trainer and much more. Educational features throughout the show include The Book Corner and Explorer?s Corner.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,REAL LIFE 101,Core,Syndicated,Tuesday,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information presentation for teenage viewers. A co-host approach allows for interchange of questions and responses adding viewer?s stimulation and insight. Real Life 101 has been found to be one of the highly educational programs.,99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,ULTIMATE CHOICE,Core,Syndicated,WEDNESDAY 2:00 PM,13,0,30,13,16,"Ultimate Choice is designed to offer young adults, in their searching years, an opportunity to learn about themselves and introduce them to important everyday problem-solving issues. In each of the episodes, eight teens are faced with real life challenges and share their thoughts on these physical and moral issues. Within this series it is vital to challenge and guide young viewers in making the right choices in life by shaping their values and attitudes on life.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,ANIMAL RESCUE,Core,SYNDICATED,WEDNESDAY 2:30 PM,13,0,30,1,9,"Animal rescue shows cases of spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual videos of rescues. It contains safety tips and real life in the field experiences of professional and ordinary people taking care of, treating and helping different animals.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,DOG TALES,Core,SYNDICATED,THURSDAY 2:30 PM,13,0,30,13,16,"""Dog Tales"" serves the educational and informational needs of children 13-16 years of age with its program content, including dog safety and care tips, as well as lessons on the responsibility of owning a dog. The show also provides informative segments on various dog breeds and showcases various veterinary experts explaining different issues affecting canines. The weekly series also includes recommended reading lists about dogs, and promotes children's writing and creative skills with essay and art contests.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,The Soccer Academy,Core,SYNDICATED,SUNDAY AT 7:30 AND 8:30 AM,26,0,30,8,13,"This program is a travel, adventure and educational soccer show for children, teens, coaches and families alike. The show is very unique: it actually promotes peace through greater international and cultural understanding, and utilizes soccer as a backdrop. It is also educational, informational and instructional in nature.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,NASA Connection,core,SYNDICATED,SUNDAY 7:00 AM,13,0,30,8,16,"An educator guide including a hands-on activity. Each show contains interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,Destination Tomorrow,Core,SYNDICATED,SUNDAY 8:00 AM,13,0,30,8,16,"An educator guide including a hands-on activity. Each show contains interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,3,Y
2007,KJLA,N/A,Los Angeles,3,Digital,MY BEDBUGS,Core,SYNDICATED,SATURDAY AT 7:00 AND 7:30,26,0,30,0,6,My Bedbugs is a quality children?s program that unites education and entertainment. Each episode delivers a collection of songs and playful adventures for young audiences to enjoy and is designed to strengthen developmental skills.,99,N/A,3,Y
2007,KMEX-TV,N/A,Los Angeles,3,Analog,Pinky Dinky Doo,Core,Network,SA 08:00 & 08:30AM,26,0,30,2,6,"This animated program has four educational goals: to celebrate the power of inventing imaginative stories, to introduce basic literary concepts, to help viewers develop listening and comprehension skills, and to enrich vocabulary through storytelling. Pinky Dinky Doo, a 7-year-old girl, lives in the ""great big city"" with her parents. When a problem arises, Pinky dances her way to a cardboard story box and uses a piece of chalk and her imagination to tell a story. During the made-up story, Pinky must ""think big"" at which point she comes up with an often clever and wacky solution to the problem. To encourage listening skills, Pinky then invites children to play games where they review details about the story. Children are helped to increase their vocabularies with each episode's ""Great Big Fancy Word,"" which is featured several times during each episode.",99,N/A,3,Y
2007,KMEX-TV,N/A,Los Angeles,3,Analog,Donde en el Mundo esta Carmen Sandiego?,core,network,SA 09:00 & 09:30AM,26,0,30,7,12,"A significant purpose and key educational objective of this half hour program is to help children develop logical reasoning while learning about geography and history in a fun and entertaining way. When a former agent of Acme Detective Agency, Carmen Sandiego, turns bad and starts stealing major cultural and historical artifacts around the world, two teenager super-sleuths will travel the world trying to catch her. As they collect clues trying to find Carmen Sandiego and the missing artifacts, the two teenagers learn historical and geographical facts.",99,N/A,3,Y
2007,KMEX-TV,N/A,Los Angeles,3,Analog,Bill El Cientifico,Core,Network,SA 10:00 & 10:30AM,26,0,30,7,12,"""Bill Nye the Science Guy"" is an educational television program that teaches science to a preteen audience. Bill Nye, a scientist wearing a lab coat and a bow-tie, mixes the serious science of everyday things with fast-paced action and humor. Each episode covers a specific scientific topic such as physics, chemistry, humans, living things, earth science, or space science.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,Postman Pat,Core,Network,"Saturday, 8:00AM - 8:30AM",4,0,30,4,8,"Postman Pat is an animated show, based in England, about a mailman named Pat who drives through the countryside delivering mail with his cat, Jesse. Every day, as he sets out to deliver the mail, Postman Pat encounters a problem faced by his family, his friends, and sometimes, even himself. The shows social-emotional messages convey how adults and children interact and work together to solve problems in everyday life.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,Jacob Two-Two,core,Network,Saturday 8:00am - 8:30am,8,0,30,4,8,"Based on Mordecai Richlers books, Jacob Two-Two is an animated show about the challenges of a little boy, the youngest of five siblings. Jacob is so small for his age that he often repeats himself just so he can be heard. His parents are compassionate, but his siblings are not, and Jacob has to be resourceful and inventive in learning how to assert himself, overcome his fears, get along with others, and still enjoy his childhood. He manages to turn even the most inconsequential events into adventures with his friends, Buford and Renee. Every adventure teaches him a life lesson, from learning how to be responsible to figuring out how to manage a bully. In addition, there are implicit lessons that promote a love for learning and language development usually conveyed through Jacobs father, a full-time writer.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,Dragon,Core,Network,Saturday 8:30am - 9:00am,12,0,30,4,8,"Inspired by childrens everyday life, Dragon is an animated show based on the book series of the same name by author and illustrator, Dav Pilkey. The show follows a little blue dragon as he faces everyday issues. Using a simple and direct approach to life, Dragon learns new information and develops new skills primarily through trial and error. Dragon is friendly and helpful, but he tends to see things from a unique perspective and sometimes that leads to trouble. As each story unfolds, the audience learns to see things in different ways, much like Dragon, and they learn how to problem-solve through ordinary challenges. Dragon shows how to take care of a pet, make new friends, or how to find the right hobby.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,My Friend Rabbit,Core,Network,Saturday 9:00am-9:30am,12,0,30,4,8,"My Friend Rabbit is an animated show with two lead characters, Rabbit and Mouse, who work together to tackle challenges that are characteristic of the childhood experience. With each episode, Rabbit and Mouse, along with other friends, face a unique dilemma that compels them to think creatively about how to approach and solve their problem by trying out different solutions and persisting with new ideas when one fails.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,3-2-1 Penguins!,Core,Network,Saturday 9:30am-10:00am,12,0,30,4,8,"3-2-1 Penguins! features two children â€“ Jason and Michelle â€“ whose vacation at their grandmothers cottage ends up being more adventure than they expect when their toy spaceship with four toy Penguins comes to life. The children are sucked into the spaceship, where they meet the now live Penguins and journey through space to solve an inter-galactic disaster threatening the Penguins and their friends. Each story begins with a problem, a moral dilemma for one of the siblings that affects his/her relations with the other, and ends after the children have learned an important social-emotional message through their adventure. The show communicates messages on topics such as honesty, being patient with others, and avoiding jealousy.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,VeggieTales and Larryboy Stories,Core,Network,Saturday 10:00am-10:30am,12,0,30,4,8,"VeggieTales and Larryboy Stories are shows that draw upon characters from two stories and use both long and short form material to provide social-emotional messages to children. VeggieTales is a childrens series featuring animated vegetables who teach life lessons through stories. Hosted by Bob the Tomato and Larry the Cucumber, each episode begins by establishing the problem, uses short stories to parallel the situation with a problem and solution, and ends by reiterating the proposed solution and the life lesson learned through the experience. The show communicates social-emotional messages based upon the core values of honesty, kindness, forgiveness, and appreciation for all, using music, unusual characters, and allegorical storylines. Larryboy Stories is about a young cucumber from the small town of Bumblyburg who works as a janitor at the Daily Bumble. He is also a Larryboy, a superhero who fights crimes and saves lives, bringing peace and safety to Bumblyburg. In doing so, Larry takes us through adventures which convey social-emotional messages that teach the core values of honesty, friendship, respect for others, forgiveness, and love for all.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Analog,Jane and the Dragon,Core,Network,Saturday 10:30am-11:00am,11,1,30,4,8,"Set in medieval times, Jane and the Dragon is an animated show that hails from Martin Bayntons best-selling book about a middle class girl named Jane. Jane is raised in the Royal Court as a Knight-in-Training after she demonstrates her courage by leaving the castle to conquer the local dragon. The giant green Dragon, whose sense of humor exceeds his ferocity, instead becomes Janes best friend and a part of the castle community. In each episode, Jane encounters a challenge that tests her problem-solving skills and requires her to demonstrate her strength of character as a Knight of the Kings Guard. Sometimes Jane learns a moral lesson, and other times she uses her analytical ability to illustrate how a problem can be made less complicated and easily solved.",1,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Digital,WEATHER PLUS U. (DIGITAL MULTICAST ONLY),Core,Network,"Sat & Sun, 10a-10:30a, 12n-12:30p & 2p-2:30p",78,0,30,13,16,"Weather Plus U., a program available on the Station's digital multicast NBC Weather Plus channel, offers teenagers a closer look at the weather and earth sciences and how they can and do affect their lives. Each episode is an entertaining combination of taped vignettes and timely segments relating to current weather events, with targeted topics geared toward teens aged 13 and older. The segments include regular features like Weather in the News, Weather Plus on Location, Weather Plus Experiments, Weather Plus in the Classroom and Weather Plus Interacts. Together, the segments highlight how and why the weather changes and how forecasters try to predict the weather, the nature and scope of significant weather events, and how teens can better understand or react to weather, both in their hometown and around the world.",99,N/A,3,Y
2007,KNBC,NBC,Los Angeles,3,Digital,Liberty's Kids (KNBC 4.4 DIGITAL MULTICAST ONLY),Core,SYNDICATED,"Sundays 930a, 10a, 1030a, 11a, 1130a & 12n",72,0,30,7,12,"To teach the history of the American Revolution (the period from 1773 to 1789) in an age-appropriate manner and specifically to assist our target audience of young people in putting historical concepts into a context and perspective that is consistent with their developmental ability to comprehend, integrate and retain the information and ideas.",99,N/A,3,Y
2007,KNET,N/A,Los Angeles,3.5,Analog,SUPER BOOK (SPANISH LANGUAGE),Core,SYNDICATED,M-F 7:30AM AND SAT 7AM,78,1,30,3,10,Super Book is a program specially designed for children under the ages of 16. It airs during core hours and teaches children moral values with stories.,0,N/A,N/A,N/A
2007,KNET,N/A,Los Angeles,3.5,Analog,FLYING HOUSE (SPANISH LANGUAGE),Core,SYNDICATED,SUNDAYS AT 7AM,13,0,30,3,10,Flying House is an educational series designed for children ages 3-10. It has been uniquely produced to provided entertainment and education for the entire family by using intriguing characters that teach moral values with stories.,99,N/A,N/A,N/A
2007,KNLA,N/A,Los Angeles,3.5,Analog,SUPER BOOK (SPANISH LANGUAGE),Core,SYNDICATED,M-F 7:30AM AND SAT 7AM,78,2,30,3,10,Super Book is a program specially designed for children under the ages of 16. It airs during core hours and tecahes children moral values with stories.,0,N/A,N/A,N/A
2007,KNLA,N/A,Los Angeles,3.5,Analog,FLYING HOUSE (SPANISH LANGUAGE),Core,SYNDICATED,SUNDAYS AT 7AM,13,0,30,3,10,Flying House is an educational series designed for children ages 3-10. It has been uniquely produced to provided entertainment and education for the entire family by using intriguing characters that teach moral values with stories.,99,N/A,N/A,N/A
2007,KPAL,Fanily Network,Los Angeles,9,Analog,adventures in odsey,Core,Network,saturday 4:30 am monday 2:30pm,24,0,30,8,12,"Adventures in odyssey presints exciting entertainment that brings moral and biblical principles to life. set in the small town of odyssey. The stories range from comedy to suspense from romance to mystery. the show'smemorable, fun caracters and situations are disignes to ignite the imaginations of tweens wile capitvating the attention of the intire family.",99,N/A,N/A,N/A
2007,KPAL,Fanily Network,Los Angeles,9,Analog,buzz and poppy,Core,Network,saturday 4am,12,0,30,4,8,"jurney to a land of delight and surprises in this TV series designed to be injoyed and understood by children ages 4-8 years old. buxx and poppy has underlying themes of envirnmental and life lessons, wrapped in a blend of music humor and adventure.",99,N/A,N/A,N/A
2007,KPAL,Fanily Network,Los Angeles,9,Analog,lil' iguana,Core,Network,saturday 5:30 am wednesday 2:30pm,24,0,30,3,7,"lil'iguana is a wonderfun character that lived in the rainforest with his family. during a horrific tropical storm he bacame separated from his family while trying to seed shelter in a cave. magically, he found storyland, the setting in which he teaches children lessons in saftey. lil' iguana and his siblings interact with children and teach lesson of safety to children nationwide.",99,N/A,N/A,N/A
2007,KPAL,Fanily Network,Los Angeles,9,Analog,marry lue's flip flop shop,Core,Network,thursday 2:30pm saturday 4am,24,0,30,4,6,"featuring olympic champion mary lou retton. this series is packed with high-energy fun that focuses on physical fitness, health, nutrition, hygiene, confidence building and positive thinking.",99,N/A,N/A,N/A
2007,KPAL,Fanily Network,Los Angeles,9,Analog,nanna puddin' show,Core,Network,friday 230pm saturday 5am,24,0,30,4,10,"this exciting series is colorful, action-packed, and full of surprises. hosted by award-winning ventriloquist dennis lee, the program mixes energetic performances from the host special guests, and the wacky personalities of more than 26 puppets. a live audience of children fills each episode containing laughter, songs, and skits. the nana puddin' show presents a timeless and solid message teaching children how to make wise choices in many of life's difficult situations. Note: this program was rated high in ecucation & information by the annerburg public policy center at the 4th annual convention on children & television in washington, DC 1999.",99,N/A,N/A,N/A
2007,KPAL,Fanily Network,Los Angeles,9,Analog,"view from the zoo, A",Core,Network,saturday 6am,12,0,30,4,10,"Kids love to watch other kids getting to do cool things. view form the zoo features kids as the hosts and field reporters who explore fascination facts of giraffes, zebras, dolphins as well as some more unusal animals like naked mole rats, emus and meerkats.they examine god's creation, focusing on the unique design, equipment and super senses of the animal. each show has a gues appearance by popular author, gary richmons, telling animal stories and teaching biblical principles.",99,N/A,N/A,N/A
2007,KPXN,ION,Los Angeles,3.2,Analog,Postman Pat E/I,Core,Network,Fridays / October 5th - October 26th / 3:00 p.m. PT,4,0,30,4,8,"Postman Pat takes place in an English village and mines the social interdependencies of rural life for teaching children about problem solving and getting along with others. Postman Pat, our lead character has a mail route that takes him and his cat, Jesse, throughout the countryside delivering mail and advice to his constellation of neighbors. While Pat may encounter a problem of his own, he also frequently comes to the aid of his friends and family who run into seemingly unfixable dilemmas drawn from everyday life. Within each episode, the characters learn for example, how to get things done on time, fulfill their commitments, work cooperatively as a team, have confidence in their abilities, and be inclusive of others in order to get along. Children will see adults and children living and interacting with other respectfully and thoughtfully in very trusting and kindhearted relationships.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,Dragon E/I,Core,Network,Fridays / October 5th - December 28th / 3:30 p.m. PT,13,0,30,4,8,"Inspired by children's everyday life, Dragon is an animated show about a tubby little dragon named, Dragon, as he faces his daily challenges using a simple and direct approach to life. Dragon is friendly and helpful, but he tends to see things from a much different perspective than most of us and that's when trouble arises. As each story unfolds, we learn to see things in different ways just like Dragon does and learn how to make each day special through his experiences. Voice-over narration conveys the educational purpose of the story by raising questions, and reinforcing the problem-solving strategies Dragon uses to get through his challenge of the day.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,My Friend Rabbit E/I,Core,Network,Fridays / October 5th - December 28th / 4:00 p.m. PT,13,0,30,4,8,"My Friend Rabbit models constructive problem solving for young children, ages 4-8. In each episode, the story characters find themselves facing a different dilemma that is drawn from a typical childhood experience. Rabbit and Mouse usually lead us through creative problem solving, which involves tenacity and working in teams. The group may figure out how to make the most of a bad situation, invent toys from everyday objects, solve some of nature's riddles, respect their differences, or take care of others who need a little extra help. The characters specialize in converting a challenge into a social activity filled with optimism, creativity and humor. By showing viewers how the characters work together to come up with possible solutions, and persist with new ideas when one solution fail, the series helps children learn to ""think out of the box"" and figure out innovative solutions to problems in their everyday lives.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,3-2-1 Penguins! E/I,Core,Network,Fridays / October 5th - December 28th / 4:30 PT,13,0,30,4,8,"3-2-1 Penguins! is about the adventures of a pair of siblings, Jason and Michelle, whose exploration into the galaxy with four penguins propels them into learning important life lessons about personal conduct and social relations. Each episode begins with a moral dilemma for one of the siblings, which affects his/her relationship with the other. The affected child travels into outer space with the penguins, to practice problem-solving in an analogous situation. The episode ends with Jason or Michelle having a better understanding of their initial problem, and shows them making an attempt to correct their respective behaviors. The show communicates messages on topics such as honesty, being patient with others, and avoiding jealousy.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,Veggie Tales E/I,Core,Network,Fridays / October 5th - December 28th / 5:00 p.m. PT,13,0,30,4,8,"VeggieTales is a children's series featuring animated vegetables who teach life lessons through delightfully entertaining stories. Hosted by Bob the Tomato and Larry the Cucumber, each episode begins by establishing the problem, uses short stories to parallel the situation with the problem and solution, and ends by reiterating the proposed solution and the life lesson learned through the experience. Without being preachy, the show communicates core values of honesty, kindness, forgiveness and appreciation for all, through entertaining characters and storylines.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,Jane and the Dragon E/I,Core,Network,Fridays / October 5th - December 28th / 5:30 p.m. PT,13,0,30,4,8,"Set in medieval times, Jane and the Dragon is an animated show about a middle class, thirteen-year-old girl named Jane who is raised in the Royal Court as a Knight-in-Training. With a giant green Dragon as her best friend, Jane experiences challenges that test her skills and demonstrate her strength in character, as a Knight of the King's Guard. Entrenched in each episode are social-emotional messages that hinge on the universal themes of courage, kindness, honesty and friendship.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,Mustard Pancakes E/I,Core,Network,Fridays / October 12th - December 28th / 2:30 p.m. PT,12,0,30,3,7,"Mustard Pancakes is a television series specifically produced for children, featuring the loveable and talented Courtney Campbell, and her family of fun-loving puppets. Each episode mirrors a slice of everyday life, from problems to celebrations and everything in between. Courtney lives with her cat, Mr. D., and her three dogs, Oogleberry Ink Dog, Tiny Tina Ten Toes and Mo. Courtney's home is warm, friendly and inviting. A cozy place where all children feel comfortable hanging out, singing songs, and hearing stories. Mustard Pancakes serves as its principal purpose children's social and emotional development, as well as their intellectual development. Children are exposed to the importance of responsibility, sharing, communicating, helping others, and many other life skills. Through the scenarios displayed in each program, children learn by example, thereby serving their social and emotional development to acquire the tools necessary to help them to be responsible members of society.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Analog,Jacob Two-Two E/I,Core,Network,Fridays / November 2nd - December 28th / 3:00 p.m. PT,9,0,30,4,8,"Jacob Two-Two is an animated show about a little boy with a big heart who lives with his parents and four older siblings and has a habit of repeating himself just so he can be heard. Ignored by his siblings, but still looking up to them, Jacob tries to partake in their activities. Still, there are those who notice him when he inadvertently lands himself in adventures that involve mysterious neighbors, international spies, and villains that some in all shapes and sizes. Often accompanied by his closest pals, Buford and Renee, Jacob Two-Two finds innovative ways to get himself and others out of hot water as he tumbles through a series of exciting adventures with honesty, integrity and a whole lot of determination. Based on Mordecai Richler's books, the show embeds social-emotional messages in which Jacob learns to carve a niche for himself as he learns to deal with his reality in the surreal world of adults.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Worship For Kids E/I,Core,Network,Saturdays / October 6th - December 29th / 12:00 p.m. PT,13,0,30,4,8,"A half hour program devoted to giving kids the opportunity to learn and to worship God. Host Gary Richardson uses songs and Biblical readings to illustrate a moral teaching and challenges children to apply Christian values to every day life situations. Gramma Mac reads stories to children while pages from the book are shown on screen. Upbeat, sing-along aimed at children are synchronized to videos featuring nature scenes, children and animals.",99,N/A,3.2,Y
